,Village_Area_Name,Beat_Name,Year,count
498,ADAVI BHAVI,5..,2023,4
499,ADAVI RAMAJOGIHALLI VILLAGE,V Beat No 18..,2019,1
500,ADAVI RAMAJOGIHALLI VILLAGE,V Beat No 18..,2020,2
501,ADAVIBANTENAHALLI,yhkhj..,2019,1
502,ADAVIBANTENAHALLI,yhkhj..,2022,1
503,ADAVIBANTENAHALLI,yhkhj..,2023,1
504,ADAVIBHAVI,VILLAGE BEAT NO 08..,2017,1
505,ADAVIBHAVI,Village Beat No 24..,2021,2
506,ADAVIBHAVI,Village Beat No 24..,2023,2
507,ADAVIBHAVI VILLAGE,20..,2020,3
508,ADAVIBHAVI VILLAGE,20..,2023,2
509,ADAVIBHAVI VILLAGE,BEAT NO 23..,2022,3
510,ADAVIBHAVI VILLAGE,BEAT NO 23..,2024,2
511,ADAVIBYRAGANAHALLI VILLAGE,3 BEAT..,2016,2
512,ADAVIBYRAGANAHALLI VILLAGE,3 BEAT..,2017,8
513,ADAVIBYRAGANAHALLI VILLAGE,3 BEAT..,2018,3
514,ADAVIBYRAGANAHALLI VILLAGE,3 BEAT..,2019,3
515,ADAVIBYRAGANAHALLI VILLAGE,3 BEAT..,2020,2
516,ADAVIBYRAGANAHALLI VILLAGE,3 BEAT..,2021,4
517,ADAVIBYRAGANAHALLI VILLAGE,3 BEAT..,2022,6
518,ADAVIBYRAGANAHALLI VILLAGE,3 BEAT..,2023,6
519,ADAVIBYRAGANAHALLI VILLAGE,3 BEAT..,2024,1
520,ADAVIMALLANAKERE,17Beat..,2018,1
521,ADAVIMALLANAKERE,17Beat..,2019,1
522,ADAVIMALLANAKERE,17Beat..,2020,2
523,ADAVIMALLANAKERE,17Beat..,2021,1
524,ADAVIMALLANAKERE TANDA,18Beat..,2018,1
525,ADAVIMALLANAKERE TANDA,18Beat..,2019,1
526,ADAVIMALLANAKERE TANDA,18Beat..,2022,2
527,ADAVISOMAPUR,BEAT 01..,2016,27
528,ADAVISOMAPUR,BEAT 01..,2017,14
529,ADAVISOMAPUR,BEAT 01..,2018,10
530,ADAVISOMAPUR,BEAT 01..,2019,8
531,ADAVISOMAPUR,BEAT 01..,2020,4
532,ADAVISOMAPUR,BEAT 01..,2021,3
533,ADAVISOMAPUR,BEAT 01..,2022,1
534,ADAVISOMAPUR,BEAT 01..,2023,9
535,ADAVISOMAPUR,BEAT 6..,2016,3
536,ADAVISOMAPUR,BEAT 6..,2017,4
537,ADAVISOMAPUR,BEAT 6..,2019,3
538,ADAVISOMAPUR,BEAT 6..,2021,4
539,ADAVISOMAPUR,BEAT 6..,2022,5
540,ADAVISOMAPUR,BEAT 6..,2023,3
541,ADAVISOMAPUR,BEAT 6..,2024,1
542,ADAVISOMAPUR,GADAG DIST..,2019,1
543,ADAVISOMAPUR,GADAG DIST..,2020,2
544,ADAVISOMAPUR,GADAG DIST..,2021,9
545,ADAVISOMAPUR,GADAG DIST..,2022,10
546,ADAVISOMAPUR,GADAG DIST..,2023,20
547,ADAVISOMAPUR,GADAG DIST..,2024,4
548,ADAVISOMAPURTANDA,Rural Beat 1..,2022,2
549,ADDADA,BEAT NO 20..,2019,1
550,ADDADA,BEAT NO 20..,2021,3
551,ADDADA,BEAT NO 20..,2022,2
552,ADDADA,BEAT NO 20..,2023,2
553,ADDADA,BEAT NO 20..,2024,2
554,ADDAGADDE,VILLAGE BEAT NO 11..,2018,3
555,ADDAGADDE,VILLAGE BEAT NO 11..,2019,3
556,ADDAGADDE,VILLAGE BEAT NO 11..,2020,1
557,ADDAGADDE VILLAGE,VILLAGE BEAT NO 10..,2019,2
558,ADDAGADDE VILLAGE,VILLAGE BEAT NO 10..,2021,2
559,ADDAGAL,12 A..,2016,1
560,ADDAGAL,12 A..,2017,3
561,ADDAGALLU,Village Beat 21..,2021,1
562,ADDAGALLU,Village Beat 21..,2022,4
563,ADDAGALLU,Village Beat 21..,2023,3
564,ADDAGALLU,Village Beat 21..,2024,1
565,ADDAGL,17 Beat..,2019,2
566,ADDAGL,17 Beat..,2021,1
567,ADDAGL,17 Beat..,2022,1
568,ADDAGL,17 Beat..,2023,3
569,ADDE,Beat 7..,2016,53
570,ADDE,Beat 7..,2017,27
571,ADDE,Beat 7..,2018,21
572,ADDE,Beat 7..,2019,27
573,ADDE,Beat 7..,2020,12
574,ADDE,Beat 7..,2021,14
575,ADDE,Beat 7..,2022,19
576,ADDE,Beat 7..,2023,15
577,ADDE,Beat 7..,2024,4
578,ADDE VISHWANATHAPURA,Beat 13..,2022,1
579,ADDE VISHWANATHAPURA,Beat 13..,2023,3
580,ADDERI,13..,2016,37
581,ADDERI,13..,2017,27
582,ADDERI,13..,2018,21
583,ADDERI,13..,2019,30
584,ADDERI,13..,2020,21
585,ADDERI,13..,2021,18
586,ADDERI,13..,2022,26
587,ADDERI,13..,2023,2
588,ADDIGANAHALLI,Beat 3..,2021,3
589,ADDIGANAHALLI,Beat 3..,2022,10
590,ADDIGANAHALLI,Beat 3..,2023,6
591,ADDIGANAHALLI,Beat 3..,2024,2
592,ADDIGERA,BEAT 04..,2016,2
593,ADDIGERA,BEAT 04..,2018,1
594,ADDIGERA,BEAT 19..,2020,4
595,ADDIGERA,BEAT 19..,2022,2
596,ADDIGERA,BEAT 19..,2023,1
597,ADDIHALLY,V Beat 4..,2016,6
598,ADDIHALLY,V Beat 4..,2017,2
599,ADEGARAHALLI OR CHIKKANAGAVALLI,BEAT 20..,2016,1
600,ADEGARAHALLI OR CHIKKANAGAVALLI,BEAT 20..,2017,3
601,ADEGARAHALLI OR CHIKKANAGAVALLI,BEAT 20..,2018,5
602,ADEGARAHALLI OR CHIKKANAGAVALLI,BEAT 20..,2019,3
603,ADEGARAHALLI OR CHIKKANAGAVALLI,BEAT 20..,2020,2
604,ADEGARAHALLI OR CHIKKANAGAVALLI,BEAT 20..,2021,4
605,ADERGUNCHI,ADERGUNCHI..,2016,6
606,ADERGUNCHI,ADERGUNCHI..,2017,6
607,ADERGUNCHI,ADERGUNCHI..,2018,3
608,ADERGUNCHI,ADERGUNCHI..,2019,4
609,ADERGUNCHI,ADERGUNCHI..,2020,2
610,ADERGUNCHI,ADERGUNCHI..,2021,3
611,ADERGUNCHI,ADERGUNCHI..,2022,2
612,ADERGUNCHI,ADERGUNCHI..,2023,5
613,ADGANAHALLI,Beat 1..,2021,9
614,ADGANAHALLI,Beat 1..,2022,8
615,ADGANAHALLI,Beat 1..,2023,19
616,ADGANAHALLI,Beat 1..,2024,3
617,ADHARSHA COLONY,BEAT 07..,2016,15
618,ADHARSHA COLONY,BEAT 07..,2017,10
619,ADHARSHA COLONY,BEAT 07..,2018,6
620,ADHARSHA COLONY,BEAT 07..,2019,7
621,ADHARSHA COLONY,BEAT 07..,2020,8
622,ADHARSHA COLONY,BEAT 07..,2021,6
623,ADHARSHA COLONY,BEAT 07..,2022,16
624,ADHARSHA COLONY,BEAT 07..,2023,13
625,ADHARSHA COLONY,BEAT 07..,2024,3
626,ADHARSHA NAGAR,BEAT 3..,2016,19
627,ADHARSHA NAGAR,BEAT 3..,2017,39
628,ADHARSHA NAGAR,BEAT 3..,2018,19
629,ADHARSHA NAGAR,BEAT 3..,2019,22
630,ADHARSHA NAGAR,BEAT 3..,2020,15
631,ADHARSHA NAGAR,BEAT 3..,2021,22
632,ADHARSHA NAGAR,BEAT 3..,2022,22
633,ADHARSHA NAGAR,BEAT 3..,2023,26
634,ADHARSHA NAGAR,BEAT 3..,2024,4
635,ADHARSHA NAGARA,0034..,2020,4
636,ADHARSHA NAGARA,0034..,2021,5
637,ADHARSHA NAGARA,0034..,2023,3
638,ADHISHAKTIPURA,07..,2016,11
639,ADHISHAKTIPURA,07..,2017,9
640,ADHISHAKTIPURA,07..,2020,1
641,ADHISHAKTIPURA,07..,2022,4
642,ADHISHAKTIPURA,07..,2023,3
643,ADI,BEAT 0..,2016,1
644,ADI,BEAT 0..,2017,1
645,ADI,Beat 25 Adi..,2017,1
646,ADI,Beat 25 Adi..,2018,2
647,ADI,Beat 25 Adi..,2020,1
648,ADI,Beat 25 Adi..,2022,2
649,ADI SHANKARA CHARYYA LAYOUT,TOWN BEAT NO 6..,2023,2
650,ADIBATTI,Beat No 1..,2016,8
651,ADIBATTI,Beat No 1..,2017,8
652,ADIBATTI,Beat No 1..,2018,3
653,ADIBATTI,Beat No 1..,2019,2
654,ADIBATTI,Beat No 1..,2021,2
655,ADIBATTI,Beat No 1..,2022,1
656,ADIBATTI,Beat No 1..,2023,5
657,ADIEGERE,BEAT NO 05..,2018,2
658,ADIEGERE,BEAT NO 05..,2019,2
659,ADIEGERE,BEAT NO 05..,2021,3
660,ADIEGERE,BEAT NO 05..,2023,1
661,ADIGEBAILU,BEAT 15..,2018,1
662,ADIGEBAILU,BEAT 15..,2020,1
663,ADIGEBAILU,BEAT 15..,2021,3
664,ADIGEBAILU,BEAT 15..,2022,2
665,ADIGERAHALLI,BEAT 18..,2018,1
666,ADIGERAHALLI,BEAT 18..,2021,2
667,ADIGERAHALLI,BEAT 18..,2023,2
668,ADIGERAHALLI,BEAT 18..,2024,1
669,ADIHALLI,ASK TO  AMMASANDRA OUTERSIGNAL..,2016,9
670,ADIHALLI,ASK TO  AMMASANDRA OUTERSIGNAL..,2017,6
671,ADIHALLI,ASK TO  AMMASANDRA OUTERSIGNAL..,2018,8
672,ADIHALLI,ASK TO  AMMASANDRA OUTERSIGNAL..,2019,12
673,ADIHALLI,ASK TO  AMMASANDRA OUTERSIGNAL..,2020,2
674,ADIHALLI,ASK TO  AMMASANDRA OUTERSIGNAL..,2021,2
675,ADIHALLI,ASK TO  AMMASANDRA OUTERSIGNAL..,2022,3
676,ADIHALLI,ASK TO  AMMASANDRA OUTERSIGNAL..,2023,3
677,ADIHALLI,New Village Beat 26..,2017,5
678,ADIHALLI,New Village Beat 26..,2018,13
679,ADIHALLI,New Village Beat 26..,2019,8
680,ADIHALLI,New Village Beat 26..,2020,5
681,ADIHALLI,New Village Beat 26..,2021,4
682,ADIHALLI,New Village Beat 26..,2022,4
683,ADIHALLI,New Village Beat 29..,2018,4
684,ADIHALLI,New Village Beat 29..,2019,1
685,ADIHALLI,New Village Beat 29..,2020,2
686,ADIHALLI,New Village Beat 29..,2021,2
687,ADIHALLI,New Village Beat 29..,2022,1
688,ADIHALLI,New Village Beat 29..,2023,1
689,ADIHALLI COLONY,10 BEAT..,2016,17
690,ADIHALLI COLONY,10 BEAT..,2017,9
691,ADIHALLI COLONY,10 BEAT..,2022,7
692,ADIHALLI COLONY,10 BEAT..,2023,12
693,ADIHALLI COLONY,10 BEAT..,2024,4
694,ADIKEHOSUR,54 RURAL BEAT..,2020,1
695,ADIKEHOSUR VILLAGE,37 RURAL BEAT..,2017,4
696,ADIKEHOSUR VILLAGE,37 RURAL BEAT..,2018,2
697,ADIKEHOSUR VILLAGE,37 RURAL BEAT..,2019,1
698,ADIKEHOSUR VILLAGE,37 RURAL BEAT..,2020,4
699,ADIKEHOSUR VILLAGE,37 RURAL BEAT..,2021,3
700,ADIKEHOSUR VILLAGE,37 RURAL BEAT..,2022,3
701,ADIKEHOSUR VILLAGE,37 RURAL BEAT..,2023,2
702,ADILSHAHI NAGAR AND HOSANNA CHARCH,4..,2016,12
703,ADILSHAHI NAGAR AND HOSANNA CHARCH,4..,2017,15
704,ADILSHAHI NAGAR AND HOSANNA CHARCH,4..,2018,13
705,ADILSHAHI NAGAR AND HOSANNA CHARCH,4..,2019,7
706,ADILSHAHI NAGAR AND HOSANNA CHARCH,4..,2020,8
707,ADILSHAHI NAGAR AND HOSANNA CHARCH,4..,2021,7
708,ADILSHAHI NAGAR AND HOSANNA CHARCH,4..,2022,15
709,ADILSHAHI NAGAR AND HOSANNA CHARCH,4..,2023,14
710,ADILSHAHI NAGAR AND HOSANNA CHARCH,4..,2024,4
711,ADINASARA,16 th BEAT..,2016,1
712,ADINASARA,16 th BEAT..,2019,1
713,ADINASARA,16 th BEAT..,2020,4
714,ADIREDDYPALLI,03..,2016,2
715,ADIREDDYPALLI,03..,2017,4
716,ADIREDDYPALLI,03..,2018,6
717,ADIREDDYPALLI,03..,2019,1
718,ADIREDDYPALLI,03..,2020,4
719,ADIREDDYPALLI,03..,2021,3
720,ADIREDDYPALLI,03..,2022,7
721,ADIREDDYPALLI,03..,2023,5
722,ADISGHAKTHI NAGARA AKKA PAKKA AREA CHALLAKERE ROAD DABA HOTTELE,NEW TOWN BEAT 11..,2019,1
723,ADISGHAKTHI NAGARA AKKA PAKKA AREA CHALLAKERE ROAD DABA HOTTELE,NEW TOWN BEAT 11..,2021,2
724,ADISHAKTHI NAGARA,11th TOWN BEAT..,2019,1
725,ADISHAKTHI NAGARA,11th TOWN BEAT..,2020,1
726,ADISHAKTHI NAGARA,11th TOWN BEAT..,2021,1
727,ADISHAKTHI NAGARA,11th TOWN BEAT..,2022,3
728,ADISHAKTHI NAGARA,11th TOWN BEAT..,2023,2
729,ADISHAKTHI NAGARA,11th TOWN BEAT..,2024,2
730,ADISHAKTIPURA INDUSTRIAL AREA CC MARKET RAMAGHAD HOTEL,Beat No 01..,2020,2
731,ADISHAKTIPURA INDUSTRIAL AREA CC MARKET RAMAGHAD HOTEL,Beat No 01..,2021,2
732,ADISHAKTIPURA INDUSTRIAL AREA CC MARKET RAMAGHAD HOTEL,Beat No 01..,2022,3
733,ADISHAKTIPURA INDUSTRIAL AREA CC MARKET RAMAGHAD HOTEL,Beat No 01..,2023,2
734,ADISHANKARACHARYA ETN,Kushalanagara Town Beat no 01..,2020,1
735,ADLURU,BEAT NO 23..,2018,2
736,ADLURU,BEAT NO 23..,2019,1
737,ADNUR,NEW BEAT 30..,2022,1
738,ADUGALALE,25 BEAT..,2018,4
739,ADUGALALE,25 BEAT..,2019,2
740,ADUGALALE,25 BEAT..,2021,4
741,ADUGALALE,25 BEAT..,2022,2
742,ADUGALALE,25 BEAT..,2023,1
743,ADUGODI POLICE QUTRESS,BEAT 5..,2016,25
744,ADUGODI POLICE QUTRESS,BEAT 5..,2017,37
745,ADUGODI POLICE QUTRESS,BEAT 5..,2018,25
746,ADUGODI POLICE QUTRESS,BEAT 5..,2019,21
747,ADUGODI POLICE QUTRESS,BEAT 5..,2020,15
748,ADUGODI POLICE QUTRESS,BEAT 5..,2021,17
749,ADUGODI POLICE QUTRESS,BEAT 5..,2022,39
750,ADUGODI POLICE QUTRESS,BEAT 5..,2023,40
751,ADUGODI POLICE QUTRESS,BEAT 5..,2024,3
752,ADUKATTA,RURAL BEAT 7..,2016,12
753,ADUKATTA,RURAL BEAT 7..,2017,12
754,ADUKATTA,RURAL BEAT 7..,2018,11
755,ADUKATTA,RURAL BEAT 7..,2019,11
756,ADUKATTA,RURAL BEAT 7..,2020,7
757,ADUKATTA,RURAL BEAT 7..,2021,6
758,ADUKATTA,RURAL BEAT 7..,2022,14
759,ADUKATTA,RURAL BEAT 7..,2023,4
760,ADUKATTA,RURAL BEAT 7..,2024,1
761,ADUKULA,NOT APPLICABLE..,2022,1
762,ADUMANAHALLI,New Village Beat 23..,2017,1
763,ADUMANAHALLI,New Village Beat 23..,2018,1
764,ADUMANAHALLI,New Village Beat 23..,2019,2
765,ADUMANAHALLI,New Village Beat 23..,2020,2
766,ADUMANAHALLI,New Village Beat 23..,2021,2
767,ADUR TOWN,Adur Town Beat 1..,2016,2
768,ADUR TOWN,Adur Town Beat 1..,2017,5
769,ADUR TOWN,Adur Town Beat 1..,2018,3
770,ADUR TOWN,Adur Town Beat 1..,2019,3
771,ADUR TOWN,Adur Town Beat 1..,2020,5
772,ADUR TOWN,Adur Town Beat 1..,2021,6
773,ADUR TOWN,Adur Town Beat 1..,2022,4
774,ADUR TOWN,Adur Town Beat 1..,2023,4
775,ADUR TOWN,Adur Town Beat 1..,2024,1
776,ADUVALLI AND ADUVALLI COLONY,New Beat 11..,2017,1
777,ADUVALLI AND ADUVALLI COLONY,New Beat 11..,2018,4
778,ADUVALLI AND ADUVALLI COLONY,New Beat 11..,2019,1
779,ADUVALLI AND ADUVALLI COLONY,New Beat 11..,2020,1
780,ADUVALLI AND ADUVALLI COLONY,New Beat 11..,2022,4
781,ADUVALLI AND ADUVALLI COLONY,New Beat 11..,2023,4
782,ADUVALLY,New Beat 4..,2016,9
783,ADUVALLY,New Beat 4..,2017,1
784,ADUVALLY,New Beat 4..,2018,3
785,ADUVALLY,New Beat 4..,2019,3
786,ADUVALLY,New Beat 4..,2020,1
787,ADUVALLY,New Beat 4..,2021,7
788,ADUVALLY,New Beat 4..,2022,5
789,ADUVALLY,New Beat 4..,2023,3
790,ADVI CHIKKENAHALLY VILLAGE,49 New Beat Village..,2019,2
791,ADVI CHIKKENAHALLY VILLAGE,49 New Beat Village..,2020,2
792,ADVI CHIKKENAHALLY VILLAGE,49 New Beat Village..,2022,2
793,ADVI CHIKKENAHALLY VILLAGE,49 New Beat Village..,2023,1
794,ADYAPADY,2 nd BEAT..,2016,36
795,ADYAPADY,2 nd BEAT..,2017,18
796,ADYAPADY,2 nd BEAT..,2018,25
797,ADYAPADY,2 nd BEAT..,2019,13
798,ADYAPADY,2 nd BEAT..,2020,20
799,ADYAPADY,2 nd BEAT..,2021,9
800,ADYAPADY,2 nd BEAT..,2022,12
801,ADYAPADY,2 nd BEAT..,2023,21
802,ADYAPADY,2 nd BEAT..,2024,6
803,ADYAPAKA NAGAR,BEAT42..,2018,1
804,ADYAPAKA NAGAR,BEAT42..,2023,2
805,ADYAPAKA NAGAR NORTH,Beat 19..,2017,1
806,ADYAPAKA NAGAR NORTH,Beat 19..,2018,1
807,ADYAPAKA NAGAR NORTH,Beat 19..,2020,1
808,ADYAPAKA NAGAR NORTH,Beat 19..,2021,2
809,ADYAPAKA NAGAR SOUTH,Beat 20..,2018,1
810,ADYAPAKA NAGAR SOUTH,Beat 20..,2020,1
811,AECS LAYOUT B BLOCK,BEAT 2..,2019,27
812,AECS LAYOUT B BLOCK,BEAT 2..,2020,33
813,AECS LAYOUT B BLOCK,BEAT 2..,2021,60
814,AECS LAYOUT B BLOCK,BEAT 2..,2022,44
815,AECS LAYOUT B BLOCK,BEAT 2..,2023,74
816,AECS LAYOUT B BLOCK,BEAT 2..,2024,12
817,AFZALAPUR TAKKE,Beat 1..,2016,20
818,AFZALAPUR TAKKE,Beat 1..,2017,20
819,AFZALAPUR TAKKE,Beat 1..,2018,9
820,AFZALAPUR TAKKE,Beat 1..,2019,18
821,AFZALAPUR TAKKE,Beat 1..,2020,8
822,AFZALAPUR TAKKE,Beat 1..,2021,17
823,AFZALAPUR TAKKE,Beat 1..,2022,20
824,AFZALAPUR TAKKE,Beat 1..,2023,19
825,AFZALAPUR TAKKE,Beat 1..,2024,7
826,AG KOPPALU,V Beat 1..,2016,11
827,AG KOPPALU,V Beat 1..,2017,5
828,AGACHAHALLY,NEW BEAT 10..,2019,1
829,AGACHAHALLY,NEW BEAT 10..,2021,3
830,AGACHAHALLY,NEW BEAT 10..,2022,2
831,AGADI,AGADI..,2016,2
832,AGADI,AGADI..,2018,1
833,AGADI,AGADI..,2020,2
834,AGADI,AGADI..,2022,2
835,AGADI,Agadi..,2019,1
836,AGADI,Agadi..,2022,1
837,AGADI,NEW BEAT NO 09..,2021,3
838,AGADI,NEW BEAT NO 09..,2022,4
839,AGADI,NEW BEAT NO 09..,2023,3
840,AGADI VILLAGE,Beat 2..,2016,4
841,AGADI VILLAGE,Beat 2..,2017,8
842,AGADI VILLAGE,Beat 2..,2018,6
843,AGADI VILLAGE,Beat 2..,2019,6
844,AGADI VILLAGE,Beat 2..,2020,3
845,AGADI VILLAGE,Beat 2..,2021,6
846,AGADI VILLAGE,Beat 2..,2022,3
847,AGADI VILLAGE,Beat 2..,2023,8
848,AGALAGANDI,BEAT NO 13..,2019,1
849,AGALAGANDI,BEAT NO 13..,2020,1
850,AGALAGANDI,BEAT NO 13..,2022,2
851,AGALAGANDI,BEAT NO 13..,2024,1
852,AGALAGUNTE,BEAT 5..,2016,13
853,AGALAGUNTE,BEAT 5..,2017,6
854,AGALAGUNTE,BEAT 5..,2018,9
855,AGALAGUNTE,BEAT 5..,2019,10
856,AGALAGUNTE,BEAT 5..,2020,8
857,AGALAGUNTE,BEAT 5..,2021,3
858,AGALAGUNTE,BEAT 5..,2022,8
859,AGALAGUNTE,BEAT 5..,2023,3
860,AGALAGUNTE,BEAT 5..,2024,1
861,AGALAHALLI,New Village Beat 10..,2017,1
862,AGALAHALLI,New Village Beat 10..,2018,7
863,AGALAHALLI,New Village Beat 10..,2019,2
864,AGALAHALLI,New Village Beat 10..,2020,3
865,AGALAHALLI,New Village Beat 10..,2021,3
866,AGALAHALLI,New Village Beat 10..,2022,3
867,AGALAHALLI,New Village Beat 10..,2023,4
868,AGALAKERA,BEAT 10..,2016,8
869,AGALAKERA,BEAT 10..,2017,5
870,AGALAKERA,BEAT 10..,2018,10
871,AGALAKERA,BEAT 10..,2019,6
872,AGALAKERA,BEAT 10..,2020,8
873,AGALAKERA,BEAT 10..,2021,5
874,AGALAKERA,BEAT 10..,2022,11
875,AGALAKERA,BEAT 10..,2023,4
876,AGALAKUPPE,BEAT NO 01..,2016,36
877,AGALAKUPPE,BEAT NO 01..,2017,26
878,AGALAKUPPE,BEAT NO 01..,2018,29
879,AGALAKUPPE,BEAT NO 01..,2019,28
880,AGALAKUPPE,BEAT NO 01..,2020,26
881,AGALAKUPPE,BEAT NO 01..,2021,21
882,AGALAKUPPE,BEAT NO 01..,2022,34
883,AGALAKUPPE,BEAT NO 01..,2023,41
884,AGALAKUPPE,BEAT NO 01..,2024,8
885,AGALI POLICE STATION LIMITS,Agali PS..,2022,1
886,AGALI POLICE STATION LIMITS,Agali PS..,2023,1
887,AGAR,HSR PS..,2016,1
888,AGAR,HSR PS..,2018,1
889,AGAR,HSR PS..,2021,1
890,AGARA,9..,2016,38
891,AGARA,9..,2017,45
892,AGARA,9..,2018,34
893,AGARA,9..,2019,41
894,AGARA,9..,2020,24
895,AGARA,9..,2021,41
896,AGARA,9..,2022,31
897,AGARA,9..,2023,53
898,AGARA,9..,2024,12
899,AGARA,Agara  BEAT 2..,2016,3
900,AGARA,Agara  BEAT 2..,2017,3
901,AGARA,Agara  BEAT 2..,2018,2
902,AGARA,Agara  BEAT 2..,2019,1
903,AGARA,Agara  BEAT 2..,2020,2
904,AGARA,Agara  BEAT 2..,2021,5
905,AGARA,Agara  BEAT 2..,2022,2
906,AGARA,Agara  BEAT 2..,2023,10
907,AGARA MAMBALLI PS LIMITS,Beat 10..,2022,1
908,AGARA MAMBALLI PS LIMITS,Beat 10..,2023,1
909,AGARAKHED,BEAT 7..,2016,9
910,AGARAKHED,BEAT 7..,2017,4
911,AGARKHED,37..,2017,1
912,AGARKHED,37..,2018,6
913,AGARKHED,37..,2019,8
914,AGARKHED,37..,2020,2
915,AGARKHED,37..,2021,4
916,AGARKHED,37..,2023,3
917,AGASABAL,11..,2017,2
918,AGASABAL,11..,2018,7
919,AGASABAL,11..,2019,1
920,AGASABAL,11..,2020,5
921,AGASABAL,11..,2021,4
922,AGASABAL,11..,2022,3
923,AGASABAL,11..,2023,1
924,AGASAGA,BEAT 34..,2017,2
925,AGASAGA,BEAT 34..,2018,3
926,AGASAGA,BEAT 34..,2019,4
927,AGASAGA,BEAT 34..,2020,5
928,AGASAGA,BEAT 34..,2021,2
929,AGASAGA,BEAT 34..,2022,4
930,AGASAGA,BEAT 34..,2023,3
931,AGASANAHALLI,BEAT 30..,2017,2
932,AGASANAHALLI,BEAT 30..,2018,3
933,AGASANAHALLI,BEAT 30..,2019,2
934,AGASANAHALLI,BEAT 30..,2020,1
935,AGASANAHALLI,BEAT 30..,2021,1
936,AGASANAHALLI,BEAT 30..,2022,2
937,AGASANAHALLI,BEAT 30..,2023,2
938,AGASANAL,Beat 6..,2018,1
939,AGASANAL,Beat 6..,2019,3
940,AGASANAL,Beat 6..,2020,2
941,AGASANAL,Beat 6..,2021,1
942,AGASANAL,Beat 6..,2022,3
943,AGASANAL,Beat 6..,2023,3
944,AGASANAPURA,New Beat No 36..,2017,1
945,AGASANAPURA,New Beat No 36..,2018,1
946,AGASANAPURA,New Beat No 36..,2019,1
947,AGASANAPURA,New Beat No 36..,2020,2
948,AGASANAPURA,New Beat No 36..,2021,2
949,AGASANAPURA,New Beat No 36..,2022,1
950,AGASAR ONI,32..,2023,1
951,AGASARA BIDI,34th TOWN BEAT..,2019,1
952,AGASARA BIDI,34th TOWN BEAT..,2020,2
953,AGASARA BIDI,34th TOWN BEAT..,2022,2
954,AGASARA BIDI,34th TOWN BEAT..,2023,2
955,AGASARA BIDI,34th TOWN BEAT..,2024,1
956,AGASARAHALLI,NB36..,2019,1
957,AGASARAHALLI,NB36..,2022,2
958,AGASARAHALLI,New Village Beat 27..,2018,3
959,AGASARAHALLI,New Village Beat 27..,2019,1
960,AGASARAHALLI,New Village Beat 27..,2020,2
961,AGASARAHALLI,New Village Beat 27..,2021,1
962,AGASARAHALLI,New Village Beat 27..,2022,3
963,AGASARAHALLI,New Village Beat 27..,2023,6
964,AGASURU,BEAT NO 24..,2018,2
965,AGASURU,BEAT NO 24..,2019,1
966,AGASURU,BEAT NO 24..,2020,1
967,AGASURU,BEAT NO 24..,2022,1
968,AGASURU,BEAT NO 24..,2023,1
969,AGATHAGOWDANAHALLI VILLAGE,19 Th Beat..,2018,1
970,AGATHAGOWDANAHALLI VILLAGE,19 Th Beat..,2019,4
971,AGATHAGOWDANAHALLI VILLAGE,19 Th Beat..,2020,3
972,AGATIMADAKA,BEAT 07..,2017,1
973,AGATIMADAKA,BEAT 07..,2018,1
974,AGATIMADAKA,BEAT 07..,2020,1
975,AGATIMADAKA,BEAT 07..,2021,2
976,AGATIMADAKA,BEAT 07..,2022,1
977,AGATIMADAKA,BEAT 07..,2023,3
978,AGATIRTH,BEAT NO 3..,2016,5
979,AGATIRTH,BEAT NO 3..,2017,3
980,AGATIRTH,BEAT NO 3..,2018,7
981,AGATIRTH,BEAT NO 3..,2019,5
982,AGATIRTH,BEAT NO 3..,2020,7
983,AGATIRTH,BEAT NO 3..,2021,8
984,AGATIRTH,BEAT NO 3..,2022,9
985,AGATIRTH,BEAT NO 3..,2023,3
986,AGGRAHARA,New Town Beat 26..,2016,9
987,AGGRAHARA,New Town Beat 26..,2017,5
988,AGGRAHARA,New Town Beat 26..,2018,7
989,AGGRAHARA,New Town Beat 26..,2019,3
990,AGGRAHARA,New Town Beat 26..,2020,5
991,AGGRAHARA,New Town Beat 26..,2021,2
992,AGGRAHARA,New Town Beat 26..,2022,5
993,AGGRAHARA,New Town Beat 26..,2023,11
994,AGGRAHARA,New Town Beat 26..,2024,2
995,AGGUNDA,NEW VILLAGE BEAT 23..,2017,1
996,AGGUNDA,NEW VILLAGE BEAT 23..,2018,3
997,AGGUNDA,NEW VILLAGE BEAT 23..,2019,4
998,AGGUNDA,NEW VILLAGE BEAT 23..,2020,7
999,AGGUNDA,NEW VILLAGE BEAT 23..,2021,6
1000,AGHALAYA,New Beat 31..,2020,1
1001,AGHANASHINI,Beat 2..,2024,1
1002,AGHNASHINI,RURAL BEAT 7..,2016,9
1003,AGHNASHINI,RURAL BEAT 7..,2017,4
1004,AGHNASHINI,RURAL BEAT 7..,2018,3
1005,AGHNASHINI,RURAL BEAT 7..,2019,3
1006,AGHNASHINI,RURAL BEAT 7..,2020,2
1007,AGHNASHINI,RURAL BEAT 7..,2021,8
1008,AGHNASHINI,RURAL BEAT 7..,2022,9
1009,AGHNASHINI,RURAL BEAT 7..,2023,4
1010,AGHNASHINI,RURAL BEAT 7..,2024,1
1011,AGRA JUNCTION,SECTOR 1..,2023,1
1012,AGRAHAARA DASARAHALLY,OLD BEAT 2..,2016,42
